record_index,map_id,family_parameter_n,variables,construction,G1,G2,G3,jacobian_determinant,preimage_1_x,preimage_1_y,preimage_1_t,preimage_2_x,preimage_2_y,preimage_2_t,preimage_3_x,preimage_3_y,preimage_3_t,collision_image_1,collision_image_2,collision_image_3,collision_multiplicity,exact_jacobian_verified,exact_collision_verified,preimages_distinct,coordinate_degrees,coordinate_term_counts,map_sha256,base_map_sha256,source_generator,scope_note,source_files
3575,ACEG-T3574-33c19745f931,3574,"(x,y,t)","G_3574=T_3574 o F; T_3574(u,v,w)=(u+3574,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3574,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14295/4,0,0,3,true,true,true,7|6|4,8|6|3,33c19745f93105682ee9bcfc52186becd1013ba3cbdf6841d54074a62f09e8ca,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3576,ACEG-T3575-6e54ece6db3b,3575,"(x,y,t)","G_3575=T_3575 o F; T_3575(u,v,w)=(u+3575,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3575,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14299/4,0,0,3,true,true,true,7|6|4,8|6|3,6e54ece6db3b04c6366568665a5c6fdaf95ad4d7c644649e0158a1636cf81f87,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3577,ACEG-T3576-cc3f1f54ebbb,3576,"(x,y,t)","G_3576=T_3576 o F; T_3576(u,v,w)=(u+3576,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3576,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14303/4,0,0,3,true,true,true,7|6|4,8|6|3,cc3f1f54ebbb37aceed0b190cbc8c0f857f2f195da3787385aa36d2669fb8a06,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3578,ACEG-T3577-04465729becc,3577,"(x,y,t)","G_3577=T_3577 o F; T_3577(u,v,w)=(u+3577,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3577,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14307/4,0,0,3,true,true,true,7|6|4,8|6|3,04465729becc48256694a4522186317cbccb3efa25754b37e559f95aa28ac603,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3579,ACEG-T3578-aa653151d3a1,3578,"(x,y,t)","G_3578=T_3578 o F; T_3578(u,v,w)=(u+3578,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3578,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14311/4,0,0,3,true,true,true,7|6|4,8|6|3,aa653151d3a1eee6f4c474a0980ae0445e78b4e32109f1c7b91e2f423753e169,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3580,ACEG-T3579-6a92181dd4a3,3579,"(x,y,t)","G_3579=T_3579 o F; T_3579(u,v,w)=(u+3579,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3579,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14315/4,0,0,3,true,true,true,7|6|4,8|6|3,6a92181dd4a3aa8d4fe7cfe071574c2555646f2e9ad4d3a577ba5bd0611a079f,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3581,ACEG-T3580-259a48176d5c,3580,"(x,y,t)","G_3580=T_3580 o F; T_3580(u,v,w)=(u+3580,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3580,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14319/4,0,0,3,true,true,true,7|6|4,8|6|3,259a48176d5cd2ac7dbcd8fdd4edde2355238300533dfd293b5b1de819f0218f,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3582,ACEG-T3581-dd2109cb604d,3581,"(x,y,t)","G_3581=T_3581 o F; T_3581(u,v,w)=(u+3581,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3581,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14323/4,0,0,3,true,true,true,7|6|4,8|6|3,dd2109cb604dd1364431f933d6515c36ca056cc0d32f6bdb7b92389618d2005d,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3583,ACEG-T3582-5a730b02171e,3582,"(x,y,t)","G_3582=T_3582 o F; T_3582(u,v,w)=(u+3582,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3582,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14327/4,0,0,3,true,true,true,7|6|4,8|6|3,5a730b02171e6381efd852f287785d010ff07fdd93d4a4ffdaa8dfb734a0c6c1,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3584,ACEG-T3583-43b0605ff3fa,3583,"(x,y,t)","G_3583=T_3583 o F; T_3583(u,v,w)=(u+3583,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3583,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14331/4,0,0,3,true,true,true,7|6|4,8|6|3,43b0605ff3fa529eeea1d339e3738f8df3c3c20b48fe5be3045a6ff5244571ca,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3585,ACEG-T3584-f9db324b4f14,3584,"(x,y,t)","G_3584=T_3584 o F; T_3584(u,v,w)=(u+3584,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3584,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14335/4,0,0,3,true,true,true,7|6|4,8|6|3,f9db324b4f14d1cac8c7b84e2d7b85ae6e559169bb679639ba0fc6fdf80802e4,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3586,ACEG-T3585-5f7b192a9d2c,3585,"(x,y,t)","G_3585=T_3585 o F; T_3585(u,v,w)=(u+3585,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3585,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14339/4,0,0,3,true,true,true,7|6|4,8|6|3,5f7b192a9d2cb3ad8f6227c1fac5f3c59375c2ebd0ff61e6867a213784635b5c,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3587,ACEG-T3586-bcad5208dec0,3586,"(x,y,t)","G_3586=T_3586 o F; T_3586(u,v,w)=(u+3586,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3586,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14343/4,0,0,3,true,true,true,7|6|4,8|6|3,bcad5208dec0a27cdd2cc93fc1674ed69719e46f0a71813cfc03827e245d830b,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3588,ACEG-T3587-a3859bab82d1,3587,"(x,y,t)","G_3587=T_3587 o F; T_3587(u,v,w)=(u+3587,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3587,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14347/4,0,0,3,true,true,true,7|6|4,8|6|3,a3859bab82d1c15650729b5c8ec90fa0df49d9fbd9f4d911ae77cb9bc7ddedeb,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3589,ACEG-T3588-69d39d0152cd,3588,"(x,y,t)","G_3588=T_3588 o F; T_3588(u,v,w)=(u+3588,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3588,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14351/4,0,0,3,true,true,true,7|6|4,8|6|3,69d39d0152cd60979d4bf7bc8b8a9ae78a40d386ffd18dd5190a336d967b9f6d,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3590,ACEG-T3589-7ad67de1496a,3589,"(x,y,t)","G_3589=T_3589 o F; T_3589(u,v,w)=(u+3589,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3589,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14355/4,0,0,3,true,true,true,7|6|4,8|6|3,7ad67de1496a7f42705319671c0998c6c3329afec4f8b4d1f2965d7601856b8f,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3591,ACEG-T3590-71bf215c224b,3590,"(x,y,t)","G_3590=T_3590 o F; T_3590(u,v,w)=(u+3590,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3590,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14359/4,0,0,3,true,true,true,7|6|4,8|6|3,71bf215c224b6753b443a6f6d71b2af1b8f02dbc1794af00ffc82c4782d6bc88,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3592,ACEG-T3591-fcf529e2a1a2,3591,"(x,y,t)","G_3591=T_3591 o F; T_3591(u,v,w)=(u+3591,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3591,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14363/4,0,0,3,true,true,true,7|6|4,8|6|3,fcf529e2a1a22b0bd50a1c0a434ea4e5256ba298ef32559ab2a7d8387c5b3e19,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3593,ACEG-T3592-ff6630e199ed,3592,"(x,y,t)","G_3592=T_3592 o F; T_3592(u,v,w)=(u+3592,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3592,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14367/4,0,0,3,true,true,true,7|6|4,8|6|3,ff6630e199ed61edc7fd36d21c88095ddd40f8a368259d4ce6429ff516bb325d,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3594,ACEG-T3593-dff29e58f91d,3593,"(x,y,t)","G_3593=T_3593 o F; T_3593(u,v,w)=(u+3593,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3593,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14371/4,0,0,3,true,true,true,7|6|4,8|6|3,dff29e58f91de625f2f9141232e12dc47f0a044e798e90e8d9567bfd22806d36,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3595,ACEG-T3594-f7a4b75fe116,3594,"(x,y,t)","G_3594=T_3594 o F; T_3594(u,v,w)=(u+3594,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3594,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14375/4,0,0,3,true,true,true,7|6|4,8|6|3,f7a4b75fe1162c303deb3e02ee14a167f17521bf07758fce984ce80117f0dd8f,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3596,ACEG-T3595-3e879c9dad48,3595,"(x,y,t)","G_3595=T_3595 o F; T_3595(u,v,w)=(u+3595,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3595,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14379/4,0,0,3,true,true,true,7|6|4,8|6|3,3e879c9dad4873eed2101c28d8a5a08c8752aa5e4f5376cce19888f07e389805,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3597,ACEG-T3596-2eaf74413b96,3596,"(x,y,t)","G_3596=T_3596 o F; T_3596(u,v,w)=(u+3596,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3596,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14383/4,0,0,3,true,true,true,7|6|4,8|6|3,2eaf74413b966d31ded3d98636f5c56dc5bc3a1ebc4fe89b24e7e6baaa5629c0,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3598,ACEG-T3597-bf30dab5167c,3597,"(x,y,t)","G_3597=T_3597 o F; T_3597(u,v,w)=(u+3597,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3597,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14387/4,0,0,3,true,true,true,7|6|4,8|6|3,bf30dab5167ca15914fad73ad69c26bce788378d213d064351b01814d4b5ec48,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3599,ACEG-T3598-cbb637f90d8c,3598,"(x,y,t)","G_3598=T_3598 o F; T_3598(u,v,w)=(u+3598,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3598,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14391/4,0,0,3,true,true,true,7|6|4,8|6|3,cbb637f90d8c49694b7b3549ca07da7a7384e52d08dadfd71e2a80100f6a7b9d,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3600,ACEG-T3599-cc2b1db953f0,3599,"(x,y,t)","G_3599=T_3599 o F; T_3599(u,v,w)=(u+3599,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3599,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14395/4,0,0,3,true,true,true,7|6|4,8|6|3,cc2b1db953f0cd36e77e3ed56c0185d164e2b0692493136eee3acab280766885,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3601,ACEG-T3600-3e7d7d8f3a6e,3600,"(x,y,t)","G_3600=T_3600 o F; T_3600(u,v,w)=(u+3600,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3600,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14399/4,0,0,3,true,true,true,7|6|4,8|6|3,3e7d7d8f3a6e4c752c899ce5715af436214b5b9f7740f87efaaac5115377e6bb,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3602,ACEG-T3601-d07cbb019a22,3601,"(x,y,t)","G_3601=T_3601 o F; T_3601(u,v,w)=(u+3601,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3601,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14403/4,0,0,3,true,true,true,7|6|4,8|6|3,d07cbb019a223f7eb7aff1cfcb67c018ae04a24c3d15fb287ca41b777386b92e,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3603,ACEG-T3602-b5482beda411,3602,"(x,y,t)","G_3602=T_3602 o F; T_3602(u,v,w)=(u+3602,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3602,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14407/4,0,0,3,true,true,true,7|6|4,8|6|3,b5482beda41144ebbf9b45425372230b56e05c8f09509f00daa9f88e962fa61d,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
3604,ACEG-T3603-16232ac77a59,3603,"(x,y,t)","G_3603=T_3603 o F; T_3603(u,v,w)=(u+3603,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 3603,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,14411/4,0,0,3,true,true,true,7|6|4,8|6|3,16232ac77a59cd3a815f1ae1dca8ebe427cc0bfd2e0d73b54656cc189ab57ef7,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
