record_index,map_id,family_parameter_n,variables,construction,G1,G2,G3,jacobian_determinant,preimage_1_x,preimage_1_y,preimage_1_t,preimage_2_x,preimage_2_y,preimage_2_t,preimage_3_x,preimage_3_y,preimage_3_t,collision_image_1,collision_image_2,collision_image_3,collision_multiplicity,exact_jacobian_verified,exact_collision_verified,preimages_distinct,coordinate_degrees,coordinate_term_counts,map_sha256,base_map_sha256,source_generator,scope_note,source_files
889,ACEG-T0888-f858e0992457,888,"(x,y,t)","G_888=T_888 o F; T_888(u,v,w)=(u+888,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 888,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3551/4,0,0,3,true,true,true,7|6|4,8|6|3,f858e0992457334ed7ac9dd8b1920c9ac1b1d0a9fcedd22c32a2287fe40fb097,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
890,ACEG-T0889-eb6b94af55c2,889,"(x,y,t)","G_889=T_889 o F; T_889(u,v,w)=(u+889,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 889,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3555/4,0,0,3,true,true,true,7|6|4,8|6|3,eb6b94af55c21afb1d16a67f9a4be111ea155add635ecc9b07b3ce50cd4671ea,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
891,ACEG-T0890-71446b1d38ca,890,"(x,y,t)","G_890=T_890 o F; T_890(u,v,w)=(u+890,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 890,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3559/4,0,0,3,true,true,true,7|6|4,8|6|3,71446b1d38caae1f2f317bd662953544ae1b5b6e925f6f0bbdc2c0044d59c0e2,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
892,ACEG-T0891-778e26666e9d,891,"(x,y,t)","G_891=T_891 o F; T_891(u,v,w)=(u+891,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 891,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3563/4,0,0,3,true,true,true,7|6|4,8|6|3,778e26666e9d28a8a1c380cba5767c9aadae0eb244b15763e41f596e466a0312,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
893,ACEG-T0892-833f9deebd1e,892,"(x,y,t)","G_892=T_892 o F; T_892(u,v,w)=(u+892,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 892,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3567/4,0,0,3,true,true,true,7|6|4,8|6|3,833f9deebd1ef8ae7071199be05a7d57418a8db8d46fdaf2a940dc135bb26658,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
894,ACEG-T0893-52588982ff81,893,"(x,y,t)","G_893=T_893 o F; T_893(u,v,w)=(u+893,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 893,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3571/4,0,0,3,true,true,true,7|6|4,8|6|3,52588982ff810d351197ee43baf9704c8a37763db52b9c3d874ed983b23a0db4,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
895,ACEG-T0894-756f02247511,894,"(x,y,t)","G_894=T_894 o F; T_894(u,v,w)=(u+894,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 894,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3575/4,0,0,3,true,true,true,7|6|4,8|6|3,756f02247511615d912d0306e867dfcdf46a042a69c855bdd0bd58a25b9ac3f4,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
896,ACEG-T0895-242988db6f89,895,"(x,y,t)","G_895=T_895 o F; T_895(u,v,w)=(u+895,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 895,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3579/4,0,0,3,true,true,true,7|6|4,8|6|3,242988db6f89d469ee98c7aff218499150f8780b6c0b5dd79ccfebdf91fa148a,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
897,ACEG-T0896-6737575c3b19,896,"(x,y,t)","G_896=T_896 o F; T_896(u,v,w)=(u+896,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 896,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3583/4,0,0,3,true,true,true,7|6|4,8|6|3,6737575c3b1995c18d8f99988f8a0084cca008ac126394b85caf38acace975e0,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
898,ACEG-T0897-1abfdb158009,897,"(x,y,t)","G_897=T_897 o F; T_897(u,v,w)=(u+897,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 897,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3587/4,0,0,3,true,true,true,7|6|4,8|6|3,1abfdb158009c9ead67828df5e5e8f9a38f652b3e8c09ff52c1e057a503d402b,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
899,ACEG-T0898-6cfd12fee66c,898,"(x,y,t)","G_898=T_898 o F; T_898(u,v,w)=(u+898,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 898,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3591/4,0,0,3,true,true,true,7|6|4,8|6|3,6cfd12fee66c9d8db9de7c5848231099a348c07642f13f869630638b4691da01,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
900,ACEG-T0899-a39f455742ce,899,"(x,y,t)","G_899=T_899 o F; T_899(u,v,w)=(u+899,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 899,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3595/4,0,0,3,true,true,true,7|6|4,8|6|3,a39f455742ce3102354cf31b6c794098c456fbebfeed21632b9ed75147399828,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
901,ACEG-T0900-85c0019f1e52,900,"(x,y,t)","G_900=T_900 o F; T_900(u,v,w)=(u+900,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 900,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3599/4,0,0,3,true,true,true,7|6|4,8|6|3,85c0019f1e520a57a44f6b6ea5522bb7ead9b0abdb4594b1b665c371dd74c1cd,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
902,ACEG-T0901-85a6ff43417d,901,"(x,y,t)","G_901=T_901 o F; T_901(u,v,w)=(u+901,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 901,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3603/4,0,0,3,true,true,true,7|6|4,8|6|3,85a6ff43417d97cd062444dac92906d9014610910b056cbdb81ed03805a5742a,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
903,ACEG-T0902-a6e8648c7bda,902,"(x,y,t)","G_902=T_902 o F; T_902(u,v,w)=(u+902,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 902,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3607/4,0,0,3,true,true,true,7|6|4,8|6|3,a6e8648c7bdaa40ad7d4db6bdf0e8eed5b1d69323606d0d1534a3c6144fe271a,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
904,ACEG-T0903-7e4e5dfda9fc,903,"(x,y,t)","G_903=T_903 o F; T_903(u,v,w)=(u+903,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 903,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3611/4,0,0,3,true,true,true,7|6|4,8|6|3,7e4e5dfda9fc74a50765f6725b94ec2dff1096840dcbf4348d18f04896d35da2,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
905,ACEG-T0904-1dee41a9c1df,904,"(x,y,t)","G_904=T_904 o F; T_904(u,v,w)=(u+904,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 904,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3615/4,0,0,3,true,true,true,7|6|4,8|6|3,1dee41a9c1df57e5d1247bd5ec5d9a8e0b1fdea48aaa40cf1095cfa5a409d7c0,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
906,ACEG-T0905-f0b649709323,905,"(x,y,t)","G_905=T_905 o F; T_905(u,v,w)=(u+905,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 905,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3619/4,0,0,3,true,true,true,7|6|4,8|6|3,f0b6497093233be43a2a9664650ef5025bd4e10973d40bf3d29a473fea2147a5,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
907,ACEG-T0906-442f2556df5f,906,"(x,y,t)","G_906=T_906 o F; T_906(u,v,w)=(u+906,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 906,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3623/4,0,0,3,true,true,true,7|6|4,8|6|3,442f2556df5f77d030cab65e7cc1897b442016ca51293a9ead64be6368e7998a,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
908,ACEG-T0907-d24e8628a435,907,"(x,y,t)","G_907=T_907 o F; T_907(u,v,w)=(u+907,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 907,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3627/4,0,0,3,true,true,true,7|6|4,8|6|3,d24e8628a43571ee5ce36bba8cdfe82a9d0ad5516e75326fc3e50fd996ab7f68,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
909,ACEG-T0908-aeb58d9aa411,908,"(x,y,t)","G_908=T_908 o F; T_908(u,v,w)=(u+908,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 908,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3631/4,0,0,3,true,true,true,7|6|4,8|6|3,aeb58d9aa4111c3715ccc4c96fb1c1d0068e8111452d448322e722009bc74fe9,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
910,ACEG-T0909-16f0c0cba853,909,"(x,y,t)","G_909=T_909 o F; T_909(u,v,w)=(u+909,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 909,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3635/4,0,0,3,true,true,true,7|6|4,8|6|3,16f0c0cba8539359a73d34fd57eabc3ddafb29c82748ecc47e342587e2498af2,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
911,ACEG-T0910-2c7fdf4f04d3,910,"(x,y,t)","G_910=T_910 o F; T_910(u,v,w)=(u+910,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 910,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3639/4,0,0,3,true,true,true,7|6|4,8|6|3,2c7fdf4f04d3ae0c18c0d7a6a92ff56a0076e44c5d2ce7b30b26ac55e0bec170,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
912,ACEG-T0911-276361bb76a1,911,"(x,y,t)","G_911=T_911 o F; T_911(u,v,w)=(u+911,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 911,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3643/4,0,0,3,true,true,true,7|6|4,8|6|3,276361bb76a1d8fc065fbf48a3718537521960dad57700df2a1179366b1f9496,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
913,ACEG-T0912-234136b7f753,912,"(x,y,t)","G_912=T_912 o F; T_912(u,v,w)=(u+912,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 912,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3647/4,0,0,3,true,true,true,7|6|4,8|6|3,234136b7f7530c8d011fda097b6ef9a67252c9d9959dba7141ccd11a8ce9b014,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
914,ACEG-T0913-2b5227659b1f,913,"(x,y,t)","G_913=T_913 o F; T_913(u,v,w)=(u+913,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 913,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3651/4,0,0,3,true,true,true,7|6|4,8|6|3,2b5227659b1f487f36488155ba3c0309d38b0978ff49ba444ba58af913b973e7,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
915,ACEG-T0914-74131b6c99fe,914,"(x,y,t)","G_914=T_914 o F; T_914(u,v,w)=(u+914,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 914,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3655/4,0,0,3,true,true,true,7|6|4,8|6|3,74131b6c99fedbc9ba3196e47be710d3c45b5c3e2bd1746e4b22e2e299f0d1bf,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
916,ACEG-T0915-3f2811158c26,915,"(x,y,t)","G_915=T_915 o F; T_915(u,v,w)=(u+915,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 915,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3659/4,0,0,3,true,true,true,7|6|4,8|6|3,3f2811158c26805d6ffccd9c9ea6767784c2fcf3819a9a02f8929995391ff979,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
917,ACEG-T0916-49386f236af4,916,"(x,y,t)","G_916=T_916 o F; T_916(u,v,w)=(u+916,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 916,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3663/4,0,0,3,true,true,true,7|6|4,8|6|3,49386f236af4c0a7733612d30c9feaf060301c31e34581159527b6b27a063c53,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
918,ACEG-T0917-de9dd066f302,917,"(x,y,t)","G_917=T_917 o F; T_917(u,v,w)=(u+917,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 917,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3667/4,0,0,3,true,true,true,7|6|4,8|6|3,de9dd066f302cead818eff2f244a9bcfe9bd22b7e8f1d45964722f5c0e649980,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
919,ACEG-T0918-2ce79bea2b22,918,"(x,y,t)","G_918=T_918 o F; T_918(u,v,w)=(u+918,v,w)",x^3*y^3*t + 3*x^2*y^4 + 3*x^2*y^2*t + 7*x*y^3 + 3*x*y*t + 4*y^2 + t + 918,3*x^3*y^2*t + 9*x^2*y^3 + 6*x^2*y*t + 12*x*y^2 + 3*x*t + y,-x^3*t - 3*x^2*y + 2*x,-2,0,0,-1/4,1,-3/2,13/2,-1,3/2,13/2,3671/4,0,0,3,true,true,true,7|6|4,8|6|3,2ce79bea2b2215bd6c0db0f3a9051a3cbf9fbbd128792f1cc6d891bd693abb2f,ce70ce88ad5ef1553386ebcfc9ff5b4b1c6d7b239defc514cb66c41bc07423c7,ACEG arbitrary-counterexample generator; exact sparse arithmetic,Distinct explicit representatives in one target-translation orbit; no inequivalence claim.,Pasted text(138).txt | Pasted text (2)(11).txt
